customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00356,Male,0,Yes,Yes,42,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,33.21,5818.33,Yes
CUST-00357,Female,0,No,No,65,Yes,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,79.55,4087.74,No
CUST-00358,Female,0,Yes,No,33,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,64.93,3240.64,No
CUST-00359,Male,0,No,Yes,7,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),62.23,3246.91,No
CUST-00360,Male,0,Yes,Yes,12,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,45.26,1825.91,Yes
CUST-00361,Female,0,No,No,7,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),57.23,158.26,No
CUST-00362,Male,0,No,Yes,64,No,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),30.82,4607.79,No
CUST-00363,Male,0,No,Yes,42,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,45.16,1715.07,Yes
CUST-00364,Female,0,No,Yes,38,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,47.2,1682.45,Yes
CUST-00365,Male,0,No,Yes,58,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),92.07,1020.54,No
CUST-00366,Male,0,No,Yes,43,Yes,No,No,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),24.86,1532.97,No
CUST-00367,Female,0,Yes,Yes,8,Yes,No phone service,No,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,85.12,273.68,Yes
CUST-00368,Female,0,No,Yes,36,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),42.14,5400.37,No
CUST-00369,Male,1,Yes,No,35,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,28.19,3223.15,Yes
CUST-00370,Male,1,Yes,No,27,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,50.08,4500.97,No
CUST-00371,Female,0,No,No,41,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),42.45,5102.92,No
CUST-00372,Female,0,Yes,No,42,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,75.2,7780.43,No
CUST-00373,Female,0,No,No,41,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),55.74,564.76,No
CUST-00374,Female,0,Yes,Yes,65,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),116.6,3354.98,No
CUST-00375,Male,0,No,Yes,54,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),116.35,1982.27,No
CUST-00376,Female,0,Yes,Yes,71,No,No,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,64.37,3824.16,Yes
CUST-00377,Female,0,No,Yes,47,Yes,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,99.51,7365.37,No
CUST-00378,Male,0,No,No,21,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,21.33,5797.39,No
CUST-00379,Female,0,No,Yes,26,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,74.78,5302.36,No
CUST-00380,Male,0,No,Yes,66,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.33,3541.14,No
CUST-00381,Female,0,Yes,No,12,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),41.69,5375.48,No
CUST-00382,Female,0,No,Yes,44,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),26.12,278.36,No
CUST-00383,Female,0,Yes,Yes,9,Yes,No,No,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),35.59,4698.18,Yes
CUST-00384,Male,0,Yes,No,8,No,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,64.18,4439.14,No
CUST-00385,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),70.64,2786.19,No
CUST-00386,Female,0,No,Yes,26,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,58.09,1628.08,No
CUST-00387,Male,0,Yes,Yes,33,Yes,No,No,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,64.0,6464.29,No
CUST-00388,Male,0,Yes,Yes,0,Yes,Yes,No,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,67.02,449.82,No
CUST-00389,Male,0,Yes,Yes,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,96.94,575.99,Yes
CUST-00390,Male,0,No,No,70,Yes,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),30.52,3535.36,No
CUST-00391,Male,0,No,No,66,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),96.9,2035.39,No
CUST-00392,Male,1,Yes,No,19,Yes,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),88.86,5968.71,No
CUST-00393,Female,0,No,No,34,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,94.17,5080.84,No
CUST-00394,Female,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,93.45,6184.83,No
CUST-00395,Male,0,Yes,No,17,Yes,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),67.06,2610.94,No
CUST-00396,Female,0,Yes,Yes,44,Yes,No phone service,No,No,No,No,Yes,Yes,No,Two year,No,Electronic check,41.14,5929.34,No
CUST-00397,Female,0,No,No,52,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,73.66,6901.18,Yes
CUST-00398,Female,1,Yes,No,67,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),115.8,2775.29,No
CUST-00399,Female,0,No,Yes,64,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),78.85,2732.37,Yes
CUST-00400,Male,0,No,Yes,0,Yes,Yes,No,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),21.1,7201.61,No
CUST-00401,Female,0,No,No,57,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),25.97,417.33,Yes
CUST-00402,Female,0,No,Yes,25,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),119.29,2814.51,No
CUST-00403,Male,0,No,No,19,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),27.19,967.01,No
CUST-00404,Male,0,No,Yes,9,Yes,No phone service,No,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,24.6,251.27,No
CUST-00405,Female,0,Yes,No,58,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,55.3,920.7,No
CUST-00406,Female,1,Yes,Yes,40,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),116.93,3461.34,No
CUST-00407,Female,0,No,Yes,4,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,51.87,5501.91,No
CUST-00408,Female,0,No,No,64,Yes,No phone service,No,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),60.99,2328.47,No
CUST-00409,Female,0,No,No,16,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),83.41,6800.41,Yes
CUST-00410,Female,0,Yes,No,21,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),22.41,3512.17,No
CUST-00411,Male,0,No,No,40,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,109.78,7746.46,No
CUST-00412,Female,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,71.94,7634.16,Yes
CUST-00413,Female,0,No,Yes,68,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),66.68,6190.74,Yes
CUST-00414,Male,0,No,No,10,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),106.07,7460.6,No
CUST-00415,Male,0,Yes,No,55,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,115.31,5662.63,Yes
CUST-00416,Male,0,Yes,Yes,50,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),62.34,7166.75,No
CUST-00417,Male,0,No,Yes,20,Yes,No phone service,No,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),37.24,1907.06,No
CUST-00418,Female,1,No,No,25,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,101.57,2776.45,No
CUST-00419,Female,0,No,Yes,18,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),60.33,6028.38,Yes
CUST-00420,Female,0,Yes,Yes,59,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,113.55,3408.0,No
CUST-00421,Female,1,Yes,No,70,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),114.99,6701.87,No
CUST-00422,Female,0,Yes,Yes,46,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),31.48,7023.56,No
CUST-00423,Female,1,Yes,Yes,70,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,115.66,2411.84,Yes
CUST-00424,Male,0,Yes,No,25,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),56.83,6591.14,No
CUST-00425,Female,0,Yes,No,39,Yes,No phone service,No,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),84.63,1251.03,No
CUST-00426,Male,0,No,Yes,4,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),23.48,2686.89,No
CUST-00427,Male,0,No,Yes,20,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,108.89,4153.36,No
CUST-00428,Female,0,Yes,No,3,Yes,No phone service,No,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,84.16,1827.02,Yes
CUST-00429,Male,0,No,Yes,22,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,84.36,4642.56,No
CUST-00430,Female,0,No,Yes,14,Yes,No phone service,No,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.22,4637.99,No
CUST-00431,Male,0,Yes,Yes,7,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),70.83,1671.09,No
CUST-00432,Female,0,No,No,40,No,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),61.05,6369.22,No
CUST-00433,Male,1,Yes,Yes,18,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),106.61,5060.52,No
CUST-00434,Female,0,Yes,Yes,45,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),94.24,2555.73,No
CUST-00435,Female,0,No,No,27,Yes,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,114.9,1872.83,Yes
CUST-00436,Female,0,Yes,Yes,67,Yes,Yes,No,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,114.01,7032.43,No
CUST-00437,Female,0,Yes,Yes,14,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),58.23,6689.22,No
CUST-00438,Female,1,Yes,No,36,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,64.7,1853.49,No
CUST-00439,Male,0,Yes,No,0,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),45.6,304.13,No
CUST-00440,Male,0,Yes,No,66,Yes,Yes,No,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),86.06,6440.17,No
CUST-00441,Male,0,Yes,No,23,Yes,No phone service,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),56.45,4931.76,Yes
CUST-00442,Female,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),98.61,825.04,No
CUST-00443,Male,0,Yes,Yes,39,Yes,No,No,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,32.16,4707.12,No
CUST-00444,Female,0,No,No,62,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),31.64,3628.42,No
CUST-00445,Female,0,No,No,60,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),40.45,6200.91,No
CUST-00446,Male,0,No,Yes,35,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,28.43,1688.5,No
CUST-00447,Male,0,Yes,No,23,No,No phone service,No,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),82.0,3636.19,No
CUST-00448,Female,1,Yes,Yes,23,Yes,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),34.74,1266.83,No
CUST-00449,Male,1,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,36.0,7661.07,Yes
CUST-00450,Female,0,No,Yes,66,Yes,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,21.42,6234.33,No
CUST-00451,Female,0,No,No,33,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,98.21,5899.04,No
CUST-00452,Female,0,Yes,No,56,Yes,No,No,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,101.23,5527.85,No
CUST-00453,Female,0,No,Yes,48,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,36.2,3398.22,No
CUST-00454,Female,1,No,No,52,Yes,No phone service,No,No,No,Yes,No,No,No,One year,Yes,Mailed check,93.95,7387.79,No
CUST-00455,Male,0,Yes,Yes,22,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,63.35,601.88,No
CUST-00456,Male,0,No,Yes,68,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),43.96,6430.01,Yes
CUST-00457,Female,0,Yes,Yes,52,Yes,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),82.14,1737.56,Yes
CUST-00458,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),37.85,2605.74,No
CUST-00459,Male,0,Yes,Yes,40,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.69,4165.05,No
CUST-00460,Male,0,No,No,56,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,24.76,6265.59,No
CUST-00461,Female,0,No,No,59,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),115.91,6711.51,No
CUST-00462,Male,0,Yes,Yes,53,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,27.19,4678.18,No
CUST-00463,Female,0,No,No,69,Yes,Yes,No,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),77.94,3236.22,No
CUST-00464,Male,0,No,Yes,56,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),110.22,7573.09,No
CUST-00465,Female,0,No,No,9,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),21.19,1987.24,Yes
CUST-00466,Male,0,No,No,39,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.85,6428.69,No
CUST-00467,Female,0,Yes,No,6,No,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),55.0,4904.16,No
CUST-00468,Male,0,No,No,37,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,78.03,3027.62,No
CUST-00469,Male,0,Yes,Yes,60,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,42.55,30.92,No
CUST-00470,Female,0,Yes,Yes,2,Yes,Yes,No,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),26.49,3583.86,Yes
CUST-00471,Male,0,No,No,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,82.59,2228.23,No
CUST-00472,Female,1,Yes,No,46,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,61.68,852.69,No
CUST-00473,Male,0,No,Yes,67,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,82.25,619.77,No
CUST-00474,Female,0,No,No,37,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,41.05,2793.52,No
CUST-00475,Male,0,Yes,Yes,35,Yes,No phone service,No,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),53.87,4925.76,No
CUST-00476,Female,0,Yes,Yes,40,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),76.17,6703.4,No
CUST-00477,Male,0,Yes,Yes,68,Yes,No phone service,No,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),79.31,1484.83,No
CUST-00478,Female,0,Yes,No,12,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),57.23,3408.66,No
CUST-00479,Male,0,No,Yes,57,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,48.01,3147.81,No
CUST-00480,Female,0,No,No,49,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),47.37,4116.88,No
CUST-00481,Female,0,No,Yes,29,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),37.47,6480.51,No
CUST-00482,Female,0,Yes,No,61,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),52.54,4438.09,Yes
CUST-00483,Male,0,Yes,No,24,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,39.94,6776.31,No
CUST-00484,Female,0,Yes,No,26,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),83.38,4158.04,No
CUST-00485,Male,0,No,Yes,50,Yes,No,No,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,76.91,4838.7,No
CUST-00486,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,58.26,3510.32,No
CUST-00487,Male,0,No,No,46,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),52.58,6588.3,No
CUST-00488,Female,0,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),43.76,7392.14,Yes
CUST-00489,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,73.55,5120.38,No
CUST-00490,Male,0,No,Yes,21,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,111.89,6569.84,No
CUST-00491,Female,0,Yes,Yes,53,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),88.57,490.85,No
CUST-00492,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),94.44,7250.77,No
CUST-00493,Male,0,No,Yes,71,No,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,103.44,1527.62,No
CUST-00494,Female,0,No,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),55.16,2067.03,No
CUST-00495,Male,0,Yes,No,58,Yes,No,No,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),26.29,445.57,No
CUST-00496,Male,0,Yes,Yes,30,Yes,No phone service,No,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),82.26,7723.89,No
CUST-00497,Male,1,No,Yes,41,Yes,Yes,No,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,38.87,6819.05,Yes
CUST-00498,Female,0,Yes,No,31,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),76.9,7307.21,No
CUST-00499,Male,1,No,Yes,58,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,93.95,6780.79,No
CUST-00500,Female,0,No,Yes,33,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,98.36,3846.65,Yes
CUST-00501,Male,0,Yes,Yes,8,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),50.18,7394.17,No
CUST-00502,Male,0,Yes,Yes,10,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,71.24,7756.39,No
CUST-00503,Male,1,Yes,Yes,9,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,82.1,4030.48,No
CUST-00504,Female,0,Yes,Yes,16,Yes,No phone service,No,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,101.95,1421.49,Yes
CUST-00505,Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),96.14,5275.81,No
CUST-00506,Male,0,No,Yes,47,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),118.8,7804.0,No
CUST-00507,Female,0,No,Yes,51,Yes,No phone service,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),20.81,6979.73,Yes
CUST-00508,Male,0,Yes,No,24,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,63.75,6897.29,No
CUST-00509,Female,0,Yes,No,20,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),45.6,7471.87,Yes
CUST-00510,Female,0,Yes,No,64,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,31.99,7153.74,No
CUST-00511,Male,0,No,Yes,62,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,111.15,6214.73,No
CUST-00512,Female,1,Yes,No,50,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,119.8,5751.82,Yes
CUST-00513,Male,1,Yes,Yes,35,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,38.06,2132.84,Yes
CUST-00514,Female,0,No,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,23.84,4978.29,No
CUST-00515,Female,0,No,Yes,14,Yes,Yes,No,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,47.51,4181.48,No
CUST-00516,Male,1,Yes,No,38,Yes,No phone service,No,No,Yes,No,No,No,Yes,One year,No,Electronic check,103.49,6898.31,Yes
CUST-00517,Female,0,Yes,No,69,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,49.39,3943.87,No
CUST-00518,Female,0,Yes,No,0,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,25.69,1039.39,Yes
CUST-00519,Female,1,No,No,22,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,25.25,59.68,Yes
CUST-00520,Female,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,62.74,5429.43,No
CUST-00521,Female,0,Yes,Yes,56,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,113.18,4408.27,No
CUST-00522,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,48.59,2661.08,No
CUST-00523,Female,1,No,Yes,40,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62.72,1368.4,Yes
CUST-00524,Male,1,No,Yes,12,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,30.19,3744.39,Yes
CUST-00525,Female,1,Yes,No,69,Yes,No phone service,No,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,69.36,820.29,No
CUST-00526,Male,0,Yes,No,5,Yes,No,No,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,89.65,2702.15,Yes
CUST-00527,Male,1,No,Yes,51,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,47.12,3046.11,No
CUST-00528,Female,0,No,No,2,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,49.67,3735.64,No
CUST-00529,Female,0,No,No,62,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),104.2,3743.63,No
CUST-00530,Female,0,No,Yes,48,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),21.04,2070.91,No
CUST-00531,Male,0,No,Yes,46,Yes,Yes,No,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),83.65,6804.68,No
CUST-00532,Female,0,No,No,54,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,59.39,2857.24,No
CUST-00533,Male,0,No,No,63,Yes,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),49.84,1852.11,No
